# EXPERIMENTAL: re-measured CPU cost rows, n=4096 only. NOT installed.
#
# The shipped cost.txt misranks bands: selection picks the slower one at 3
# of 8 operating points on the default reference, up to 1.84x, and
# tools/score_selection.py independently scores its pick at 52% of the best
# available. No pricing rule rescues the shipped rows -- every rule
# score_cost_rule.py implements tops out at 3 of 6 correct, and the one
# that ships is already among the best. The rows are what is wrong.
#
# These are the same cells re-measured with tools/hmf_tune.py --retune-cost,
# which could not run at all until d40f8a0 (it died on band 64's missing
# threshold after 160 rows -- a fair explanation for how the table drifted
# this far unnoticed).
#
# WHAT THEY CHANGE, measured against the clock at n=4096:
#
#   reference   snr   old pick -> new    t(old)   t(new)   effect
#   inspiral    6.0     256  ->  512      408us    207us   1.97x FASTER
#   shallow     5.5     512  -> 1024      981us    587us   1.67x FASTER
#   steep       5.5     256  ->  512      294us    208us   1.41x FASTER
#   steep       6.0     256  ->  512      136us    205us   1.50x slower
#
#   total over the four changed points: 1819us -> 1207us = 1.51x net
#
# Correct at 4 of 6 sampled points against the shipped table's 2 of 6. The
# n=4096 rows are COMPLETE -- 48 keys, 9560 rows, unchanged between two
# snapshots of the run -- so this is not a partial result.
#
# WHY NOT INSTALLED. One point regresses, which rules out "the rows were
# merely stale" -- fresher rows cannot make a correct ranking wrong -- and
# the run was stopped before covering every size the shipped table does
# (it reached n=1024, 2048, 4096, 16384 and part of 32768). Dropping these
# in wholesale would replace rows for sizes that were never re-measured.
# Installing wants a completed run and a human on the 1.50x regression.
#
# Measured on Ryzen AI Max+ 395, AVX3, with the gate as it ships.
#
# n band U K snr f beff margin relative_cost
COST 4096 1024 2 8 5.50 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.141 1.000 2.544270
COST 4096 2048 2 8 5.50 1.000000 8.141 1.000 2.543886
COST 4096 64 2 4 5.50 0.800000 16.091 1.000 0.412365
COST 4096 64 2 8 5.50 0.800000 16.091 1.000 0.377560
COST 4096 128 2 4 5.50 0.829780 17.306 1.000 0.215142
COST 4096 128 2 8 5.50 0.829780 17.306 1.000 0.236038
COST 4096 256 2 4 5.50 0.876782 19.313 1.000 0.357187
COST 4096 256 2 8 5.50 0.876782 19.313 1.000 0.376825
COST 4096 512 2 4 5.50 0.935696 21.988 1.000 0.550011
COST 4096 512 2 8 5.50 0.935696 21.988 1.000 0.309743
COST 4096 1024 2 4 5.50 0.983141 24.271 1.000 0.714480
COST 4096 1024 2 8 5.50 0.983141 24.271 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 25.111 1.000 2.279275
COST 4096 2048 2 8 5.50 1.000000 25.111 1.000 2.214812
COST 4096 64 2 4 5.50 0.799719 16.100 1.000 0.491712
COST 4096 64 2 8 5.50 0.799719 16.100 1.000 0.535104
COST 4096 128 2 4 5.50 0.800000 16.112 1.000 0.488686
COST 4096 128 2 8 5.50 0.800000 16.112 1.000 0.515109
COST 4096 256 2 4 5.50 0.855225 18.402 1.000 0.368469
COST 4096 256 2 8 5.50 0.855225 18.402 1.000 0.271625
COST 4096 512 2 4 5.50 0.924446 21.491 1.000 0.421959
COST 4096 512 2 8 5.50 0.924446 21.491 1.000 0.366627
COST 4096 1024 2 4 5.50 0.980191 24.156 1.000 1.063909
COST 4096 1024 2 8 5.50 0.980191 24.156 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 25.142 1.000 2.810807
COST 4096 2048 2 8 5.50 1.000000 25.142 1.000 2.500623
COST 4096 64 2 4 5.50 0.799719 16.105 1.000 0.563184
COST 4096 64 2 8 5.50 0.799719 16.105 1.000 0.615191
COST 4096 128 2 4 5.50 0.800000 16.116 1.000 0.511937
COST 4096 128 2 8 5.50 0.800000 16.116 1.000 0.362897
COST 4096 256 2 4 5.50 0.800000 16.116 1.000 0.630036
COST 4096 256 2 8 5.50 0.800000 16.116 1.000 0.847773
COST 4096 512 2 4 5.50 0.895625 20.180 1.000 0.513044
COST 4096 512 2 8 5.50 0.895625 20.180 1.000 0.613937
COST 4096 1024 2 4 5.50 0.972635 23.792 1.000 0.927694
COST 4096 1024 2 8 5.50 0.972635 23.792 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 25.149 1.000 3.092031
COST 4096 2048 2 8 5.50 1.000000 25.149 1.000 2.890502
COST 4096 64 2 4 5.50 0.799718 16.107 1.000 0.453457
COST 4096 64 2 8 5.50 0.799718 16.107 1.000 0.455691
COST 4096 128 2 4 5.50 0.800000 16.118 1.000 0.368316
COST 4096 128 2 8 5.50 0.800000 16.118 1.000 0.331835
COST 4096 256 2 4 5.50 0.800000 16.118 1.000 0.776019
COST 4096 256 2 8 5.50 0.800000 16.118 1.000 0.595947
COST 4096 512 2 4 5.50 0.800000 16.118 1.000 0.889580
COST 4096 512 2 8 5.50 0.800000 16.118 1.000 1.035858
COST 4096 1024 2 4 5.50 0.947564 22.586 1.000 0.983162
COST 4096 1024 2 8 5.50 0.947564 22.586 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 25.152 1.000 2.271171
COST 4096 2048 2 8 5.50 1.000000 25.152 1.000 2.458722
COST 4096 64 2 4 5.50 0.799718 16.108 1.000 0.235508
COST 4096 64 2 8 5.50 0.799718 16.108 1.000 0.257985
COST 4096 128 2 4 5.50 0.800000 16.120 1.000 0.189980
COST 4096 128 2 8 5.50 0.800000 16.120 1.000 0.239594
COST 4096 256 2 4 5.50 0.800000 16.120 1.000 0.394221
COST 4096 256 2 8 5.50 0.800000 16.120 1.000 0.413407
COST 4096 512 2 4 5.50 0.800000 16.120 1.000 0.553582
COST 4096 512 2 8 5.50 0.800000 16.120 1.000 0.456065
COST 4096 1024 2 4 5.50 0.800000 16.120 1.000 0.888074
COST 4096 1024 2 8 5.50 0.800000 16.120 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 25.150 1.000 1.456609
COST 4096 2048 2 8 5.50 1.000000 25.150 1.000 1.309906
COST 4096 64 2 4 5.50 0.999648 16.109 1.000 0.073627
COST 4096 64 2 8 5.50 0.999648 16.109 1.000 0.069774
COST 4096 128 2 4 5.50 1.000000 16.120 1.000 0.114842
COST 4096 128 2 8 5.50 1.000000 16.120 1.000 0.153217
COST 4096 256 2 4 5.50 1.000000 16.120 1.000 0.287443
COST 4096 256 2 8 5.50 1.000000 16.120 1.000 0.205164
COST 4096 512 2 4 5.50 1.000000 16.120 1.000 0.385599
COST 4096 512 2 8 5.50 1.000000 16.120 1.000 0.368793
COST 4096 1024 2 4 5.50 1.000000 16.120 1.000 1.212128
COST 4096 1024 2 8 5.50 1.000000 16.120 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 16.120 1.000 2.947420
COST 4096 2048 2 8 5.50 1.000000 16.120 1.000 3.072494
COST 4096 64 2 4 5.50 0.800000 32.122 1.000 0.919653
COST 4096 64 2 8 5.50 0.800000 32.122 1.000 0.930197
COST 4096 128 2 4 5.50 0.829780 34.534 1.000 0.391918
COST 4096 128 2 8 5.50 0.829780 34.534 1.000 0.331483
COST 4096 256 2 4 5.50 0.876782 38.523 1.000 0.336030
COST 4096 256 2 8 5.50 0.876782 38.523 1.000 0.318631
COST 4096 512 2 4 5.50 0.935696 43.843 1.000 0.699984
COST 4096 512 2 8 5.50 0.935696 43.843 1.000 0.806596
COST 4096 1024 2 4 5.50 0.983141 48.390 1.000 1.073595
COST 4096 1024 2 8 5.50 0.983141 48.390 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 50.063 1.000 2.303750
COST 4096 2048 2 8 5.50 1.000000 50.063 1.000 2.532621
COST 4096 64 2 4 5.50 0.784567 31.334 1.000 0.847215
COST 4096 64 2 8 5.50 0.784567 31.334 1.000 0.978445
COST 4096 128 2 4 5.50 0.800000 32.566 1.000 0.840747
COST 4096 128 2 8 5.50 0.800000 32.566 1.000 0.825166
COST 4096 256 2 4 5.50 0.855225 37.172 1.000 0.304177
COST 4096 256 2 8 5.50 0.855225 37.172 1.000 0.272773
COST 4096 512 2 4 5.50 0.924446 43.390 1.000 0.941803
COST 4096 512 2 8 5.50 0.924446 43.390 1.000 0.697515
COST 4096 1024 2 4 5.50 0.980191 48.764 1.000 1.164576
COST 4096 1024 2 8 5.50 0.980191 48.764 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 50.754 1.000 2.245013
COST 4096 2048 2 8 5.50 1.000000 50.754 1.000 2.476697
COST 4096 64 2 4 5.50 0.784246 31.342 1.000 0.791809
COST 4096 64 2 8 5.50 0.784246 31.342 1.000 0.922522
COST 4096 128 2 4 5.50 0.799690 32.576 1.000 0.927850
COST 4096 128 2 8 5.50 0.799690 32.576 1.000 0.853678
COST 4096 256 2 4 5.50 0.800000 32.601 1.000 0.853429
COST 4096 256 2 8 5.50 0.800000 32.601 1.000 0.723883
COST 4096 512 2 4 5.50 0.895625 40.784 1.000 0.578057
COST 4096 512 2 8 5.50 0.895625 40.784 1.000 0.864673
COST 4096 1024 2 4 5.50 0.972635 48.067 1.000 0.853867
COST 4096 1024 2 8 5.50 0.972635 48.067 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 50.806 1.000 2.501449
COST 4096 2048 2 8 5.50 1.000000 50.806 1.000 2.726868
COST 4096 64 2 4 5.50 0.784237 31.345 1.000 0.750530
COST 4096 64 2 8 5.50 0.784237 31.345 1.000 0.807989
COST 4096 128 2 4 5.50 0.799689 32.580 1.000 0.857321
COST 4096 128 2 8 5.50 0.799689 32.580 1.000 0.695375
COST 4096 256 2 4 5.50 0.800000 32.606 1.000 0.623162
COST 4096 256 2 8 5.50 0.800000 32.606 1.000 0.650997
COST 4096 512 2 4 5.50 0.800000 32.606 1.000 1.157590
COST 4096 512 2 8 5.50 0.800000 32.606 1.000 1.234636
COST 4096 1024 2 4 5.50 0.947564 45.631 1.000 0.913927
COST 4096 1024 2 8 5.50 0.947564 45.631 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 50.811 1.000 2.189995
COST 4096 2048 2 8 5.50 1.000000 50.811 1.000 2.348421
COST 4096 64 2 4 5.50 0.784233 31.347 1.000 0.518817
COST 4096 64 2 8 5.50 0.784233 31.347 1.000 0.430039
COST 4096 128 2 4 5.50 0.799689 32.583 1.000 0.384338
COST 4096 128 2 8 5.50 0.799689 32.583 1.000 0.439361
COST 4096 256 2 4 5.50 0.800000 32.608 1.000 0.292328
COST 4096 256 2 8 5.50 0.800000 32.608 1.000 0.377803
COST 4096 512 2 4 5.50 0.800000 32.608 1.000 0.698538
COST 4096 512 2 8 5.50 0.800000 32.608 1.000 0.668383
COST 4096 1024 2 4 5.50 0.800000 32.608 1.000 0.946361
COST 4096 1024 2 8 5.50 0.800000 32.608 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 50.799 1.000 1.222217
COST 4096 2048 2 8 5.50 1.000000 50.799 1.000 1.153116
COST 4096 64 2 4 5.50 0.980288 31.348 1.000 0.295592
COST 4096 64 2 8 5.50 0.980288 31.348 1.000 0.265694
COST 4096 128 2 4 5.50 0.999611 32.584 1.000 0.083170
COST 4096 128 2 8 5.50 0.999611 32.584 1.000 0.137594
COST 4096 256 2 4 5.50 1.000000 32.609 1.000 0.214222
COST 4096 256 2 8 5.50 1.000000 32.609 1.000 0.162021
COST 4096 512 2 4 5.50 1.000000 32.609 1.000 0.342495
COST 4096 512 2 8 5.50 1.000000 32.609 1.000 0.381219
COST 4096 1024 2 4 5.50 1.000000 32.609 1.000 0.898305
COST 4096 1024 2 8 5.50 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 32.609 1.000 2.550591
COST 4096 2048 2 8 5.50 1.000000 32.609 1.000 2.319970
COST 4096 128 2 4 5.50 0.829780 68.130 1.000 0.725235
COST 4096 128 2 8 5.50 0.829780 68.130 1.000 0.805419
COST 4096 256 2 4 5.50 0.876782 75.936 1.000 0.431617
COST 4096 256 2 8 5.50 0.876782 75.936 1.000 0.341109
COST 4096 512 2 4 5.50 0.935696 86.364 1.000 0.347723
COST 4096 512 2 8 5.50 0.935696 86.364 1.000 0.270678
COST 4096 1024 2 4 5.50 0.983141 95.297 1.000 1.019095
COST 4096 1024 2 8 5.50 0.983141 95.297 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 98.590 1.000 1.601858
COST 4096 2048 2 8 5.50 1.000000 98.590 1.000 1.586149
COST 4096 64 2 4 5.50 0.697982 49.589 1.000 0.790403
COST 4096 64 2 8 5.50 0.697982 49.589 1.000 0.791176
COST 4096 128 2 4 5.50 0.800000 63.782 1.000 0.852024
COST 4096 128 2 8 5.50 0.800000 63.782 1.000 0.752150
COST 4096 256 2 4 5.50 0.855225 72.717 1.000 0.508550
COST 4096 256 2 8 5.50 0.855225 72.717 1.000 0.408003
COST 4096 512 2 4 5.50 0.924446 84.802 1.000 0.271159
COST 4096 512 2 8 5.50 0.924446 84.802 1.000 0.293225
COST 4096 1024 2 4 5.50 0.980191 95.273 1.000 0.950246
COST 4096 1024 2 8 5.50 0.980191 95.273 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 99.157 1.000 1.464335
COST 4096 2048 2 8 5.50 1.000000 99.157 1.000 1.344648
COST 4096 64 2 4 5.50 0.690014 48.943 1.000 0.800683
COST 4096 64 2 8 5.50 0.690014 48.943 1.000 0.801152
COST 4096 128 2 4 5.50 0.785093 62.180 1.000 0.812465
COST 4096 128 2 8 5.50 0.785093 62.180 1.000 0.803070
COST 4096 256 2 4 5.50 0.800000 64.540 1.000 0.875338
COST 4096 256 2 8 5.50 0.800000 64.540 1.000 0.800557
COST 4096 512 2 4 5.50 0.895625 80.591 1.000 0.360797
COST 4096 512 2 8 5.50 0.895625 80.591 1.000 0.378443
COST 4096 1024 2 4 5.50 0.972635 94.921 1.000 1.046752
COST 4096 1024 2 8 5.50 0.972635 94.921 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 100.326 1.000 1.392043
COST 4096 2048 2 8 5.50 1.000000 100.326 1.000 1.485316
COST 4096 64 2 4 5.50 0.689734 48.946 1.000 0.811740
COST 4096 64 2 8 5.50 0.689734 48.946 1.000 0.714566
COST 4096 128 2 4 5.50 0.784802 62.187 1.000 0.778327
COST 4096 128 2 8 5.50 0.784802 62.187 1.000 0.802723
COST 4096 256 2 4 5.50 0.799711 64.549 1.000 0.788504
COST 4096 256 2 8 5.50 0.799711 64.549 1.000 0.768809
COST 4096 512 2 4 5.50 0.800000 64.596 1.000 0.782210
COST 4096 512 2 8 5.50 0.800000 64.596 1.000 0.792615
COST 4096 1024 2 4 5.50 0.947564 90.185 1.000 0.899518
COST 4096 1024 2 8 5.50 0.947564 90.185 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 100.402 1.000 1.501544
COST 4096 2048 2 8 5.50 1.000000 100.402 1.000 1.338376
COST 4096 64 2 4 5.50 0.689718 48.948 1.000 0.617381
COST 4096 64 2 8 5.50 0.689718 48.948 1.000 0.492158
COST 4096 128 2 4 5.50 0.784797 62.191 1.000 0.550901
COST 4096 128 2 8 5.50 0.784797 62.191 1.000 0.551440
COST 4096 256 2 4 5.50 0.799711 64.554 1.000 0.581073
COST 4096 256 2 8 5.50 0.799711 64.554 1.000 0.581644
COST 4096 512 2 4 5.50 0.800000 64.600 1.000 0.553342
COST 4096 512 2 8 5.50 0.800000 64.600 1.000 0.550279
COST 4096 1024 2 4 5.50 0.800000 64.600 1.000 0.921475
COST 4096 1024 2 8 5.50 0.800000 64.600 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 100.347 1.000 1.004435
COST 4096 2048 2 8 5.50 1.000000 100.347 1.000 0.940570
COST 4096 64 2 4 5.50 0.862137 48.948 1.000 0.985561
COST 4096 64 2 8 5.50 0.862137 48.948 1.000 0.870664
COST 4096 128 2 4 5.50 0.980994 62.193 1.000 0.671491
COST 4096 128 2 8 5.50 0.980994 62.193 1.000 0.473750
COST 4096 256 2 4 5.50 0.999639 64.556 1.000 0.164933
COST 4096 256 2 8 5.50 0.999639 64.556 1.000 0.162583
COST 4096 512 2 4 5.50 1.000000 64.603 1.000 0.400568
COST 4096 512 2 8 5.50 1.000000 64.603 1.000 0.433244
COST 4096 1024 2 4 5.50 1.000000 64.603 1.000 0.820513
COST 4096 1024 2 8 5.50 1.000000 64.603 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 64.603 1.000 2.038482
COST 4096 2048 2 8 5.50 1.000000 64.603 1.000 2.041263
COST 4096 256 2 4 5.50 0.855225 144.256 1.000 1.382121
COST 4096 256 2 8 5.50 0.855225 144.256 1.000 1.130266
COST 4096 512 2 4 5.50 0.924446 167.912 1.000 0.797305
COST 4096 512 2 8 5.50 0.924446 167.912 1.000 0.770691
COST 4096 1024 2 4 5.50 0.980191 188.519 1.000 1.128815
COST 4096 1024 2 8 5.50 0.980191 188.519 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 196.193 1.000 2.249230
COST 4096 2048 2 8 5.50 1.000000 196.193 1.000 2.351525
COST 4096 128 2 4 5.50 0.693595 100.235 1.000 1.528494
COST 4096 128 2 8 5.50 0.693595 100.235 1.000 1.398174
COST 4096 256 2 4 5.50 0.800000 130.282 1.000 1.471793
COST 4096 256 2 8 5.50 0.800000 130.282 1.000 1.392023
COST 4096 512 2 4 5.50 0.895625 162.071 1.000 0.890741
COST 4096 512 2 8 5.50 0.895625 162.071 1.000 0.978281
COST 4096 1024 2 4 5.50 0.972635 190.635 1.000 0.900145
COST 4096 1024 2 8 5.50 0.972635 190.635 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 201.469 1.000 2.333651
COST 4096 2048 2 8 5.50 1.000000 201.469 1.000 2.198759
COST 4096 128 2 4 5.50 0.690989 97.684 1.000 1.873509
COST 4096 128 2 8 5.50 0.690989 97.684 1.000 1.970057
COST 4096 256 2 4 5.50 0.785353 123.876 1.000 1.766227
COST 4096 256 2 8 5.50 0.785353 123.876 1.000 1.857793
COST 4096 512 2 4 5.50 0.800000 128.494 1.000 2.170337
COST 4096 512 2 8 5.50 0.800000 128.494 1.000 1.993076
COST 4096 1024 2 4 5.50 0.947564 178.542 1.000 1.223256
COST 4096 1024 2 8 5.50 0.947564 178.542 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 198.690 1.000 3.086838
COST 4096 2048 2 8 5.50 1.000000 198.690 1.000 3.151970
COST 4096 128 2 4 5.50 0.690733 97.687 1.000 0.820695
COST 4096 128 2 8 5.50 0.690733 97.687 1.000 0.878703
COST 4096 256 2 4 5.50 0.785076 123.883 1.000 0.804996
COST 4096 256 2 8 5.50 0.785076 123.883 1.000 0.899816
COST 4096 512 2 4 5.50 0.799722 128.504 1.000 0.879422
COST 4096 512 2 8 5.50 0.799722 128.504 1.000 0.981863
COST 4096 1024 2 4 5.50 0.800000 128.593 1.000 0.935969
COST 4096 1024 2 8 5.50 0.800000 128.593 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 198.597 1.000 1.432307
COST 4096 2048 2 8 5.50 1.000000 198.597 1.000 1.451308
COST 4096 128 2 4 5.50 0.863406 97.689 1.000 2.022767
COST 4096 128 2 8 5.50 0.863406 97.689 1.000 1.635422
COST 4096 256 2 4 5.50 0.981342 123.887 1.000 1.299861
COST 4096 256 2 8 5.50 0.981342 123.887 1.000 1.180650
COST 4096 512 2 4 5.50 0.999652 128.508 1.000 0.453792
COST 4096 512 2 8 5.50 0.999652 128.508 1.000 0.457492
COST 4096 1024 2 4 5.50 1.000000 128.598 1.000 0.902663
COST 4096 1024 2 8 5.50 1.000000 128.598 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 128.598 1.000 2.583694
COST 4096 2048 2 8 5.50 1.000000 128.598 1.000 2.441357
COST 4096 64 2 4 5.50 0.900000 2.025 1.000 0.072690
COST 4096 64 2 8 5.50 0.900000 2.025 1.000 0.060382
COST 4096 128 2 4 5.50 0.914890 2.093 1.000 0.088849
COST 4096 128 2 8 5.50 0.914890 2.093 1.000 0.092343
COST 4096 256 2 4 5.50 0.938391 2.202 1.000 0.177642
COST 4096 256 2 8 5.50 0.938391 2.202 1.000 0.197764
COST 4096 512 2 4 5.50 0.967848 2.342 1.000 0.485119
COST 4096 512 2 8 5.50 0.967848 2.342 1.000 0.458434
COST 4096 1024 2 4 5.50 0.991570 2.458 1.000 1.014333
COST 4096 1024 2 8 5.50 0.991570 2.458 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 2.500 1.000 2.649141
COST 4096 2048 2 8 5.50 1.000000 2.500 1.000 2.794811
COST 4096 64 2 4 5.50 0.900000 2.026 1.000 0.100849
COST 4096 64 2 8 5.50 0.900000 2.026 1.000 0.085849
COST 4096 128 2 4 5.50 0.900000 2.026 1.000 0.119000
COST 4096 128 2 8 5.50 0.900000 2.026 1.000 0.110373
COST 4096 256 2 4 5.50 0.927612 2.152 1.000 0.206910
COST 4096 256 2 8 5.50 0.927612 2.152 1.000 0.201146
COST 4096 512 2 4 5.50 0.962223 2.316 1.000 0.626012
COST 4096 512 2 8 5.50 0.962223 2.316 1.000 0.527930
COST 4096 1024 2 4 5.50 0.990096 2.452 1.000 0.912596
COST 4096 1024 2 8 5.50 0.990096 2.452 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 2.501 1.000 2.873325
COST 4096 2048 2 8 5.50 1.000000 2.501 1.000 2.900143
COST 4096 64 2 4 5.50 0.900000 2.026 1.000 0.073204
COST 4096 64 2 8 5.50 0.900000 2.026 1.000 0.065438
COST 4096 128 2 4 5.50 0.900000 2.026 1.000 0.090112
COST 4096 128 2 8 5.50 0.900000 2.026 1.000 0.086654
COST 4096 256 2 4 5.50 0.900000 2.026 1.000 0.190185
COST 4096 256 2 8 5.50 0.900000 2.026 1.000 0.257897
COST 4096 512 2 4 5.50 0.947813 2.247 1.000 0.370270
COST 4096 512 2 8 5.50 0.947813 2.247 1.000 0.332493
COST 4096 1024 2 4 5.50 0.986318 2.434 1.000 1.053701
COST 4096 1024 2 8 5.50 0.986318 2.434 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 2.502 1.000 2.614144
COST 4096 2048 2 8 5.50 1.000000 2.502 1.000 2.607070
COST 4096 64 2 4 5.50 0.900000 2.027 1.000 0.084849
COST 4096 64 2 8 5.50 0.900000 2.027 1.000 0.087239
COST 4096 128 2 4 5.50 0.900000 2.027 1.000 0.129869
COST 4096 128 2 8 5.50 0.900000 2.027 1.000 0.125259
COST 4096 256 2 4 5.50 0.900000 2.027 1.000 0.269968
COST 4096 256 2 8 5.50 0.900000 2.027 1.000 0.210762
COST 4096 512 2 4 5.50 0.900000 2.027 1.000 0.395317
COST 4096 512 2 8 5.50 0.900000 2.027 1.000 0.531515
COST 4096 1024 2 4 5.50 0.973782 2.372 1.000 0.831805
COST 4096 1024 2 8 5.50 0.973782 2.372 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 2.502 1.000 2.593778
COST 4096 2048 2 8 5.50 1.000000 2.502 1.000 2.459447
COST 4096 64 2 4 5.50 0.900000 2.027 1.000 0.070112
COST 4096 64 2 8 5.50 0.900000 2.027 1.000 0.059453
COST 4096 128 2 4 5.50 0.900000 2.027 1.000 0.085305
COST 4096 128 2 8 5.50 0.900000 2.027 1.000 0.083959
COST 4096 256 2 4 5.50 0.900000 2.027 1.000 0.171006
COST 4096 256 2 8 5.50 0.900000 2.027 1.000 0.160641
COST 4096 512 2 4 5.50 0.900000 2.027 1.000 0.362272
COST 4096 512 2 8 5.50 0.900000 2.027 1.000 0.404063
COST 4096 1024 2 4 5.50 0.900000 2.027 1.000 0.777728
COST 4096 1024 2 8 5.50 0.900000 2.027 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 2.502 1.000 2.369530
COST 4096 2048 2 8 5.50 1.000000 2.502 1.000 2.403116
COST 4096 64 2 4 5.50 1.000000 2.027 1.000 0.099783
COST 4096 64 2 8 5.50 1.000000 2.027 1.000 0.079916
COST 4096 128 2 4 5.50 1.000000 2.027 1.000 0.104670
COST 4096 128 2 8 5.50 1.000000 2.027 1.000 0.103104
COST 4096 256 2 4 5.50 1.000000 2.027 1.000 0.183722
COST 4096 256 2 8 5.50 1.000000 2.027 1.000 0.178287
COST 4096 512 2 4 5.50 1.000000 2.027 1.000 0.405057
COST 4096 512 2 8 5.50 1.000000 2.027 1.000 0.572902
COST 4096 1024 2 4 5.50 1.000000 2.027 1.000 0.987563
COST 4096 1024 2 8 5.50 1.000000 2.027 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 2.027 1.000 2.691059
COST 4096 2048 2 8 5.50 1.000000 2.027 1.000 2.833903
COST 4096 64 2 4 5.50 0.900000 3.932 1.000 0.063396
COST 4096 64 2 8 5.50 0.900000 3.932 1.000 0.053986
COST 4096 128 2 4 5.50 0.914890 4.064 1.000 0.078935
COST 4096 128 2 8 5.50 0.914890 4.064 1.000 0.077978
COST 4096 256 2 4 5.50 0.938391 4.275 1.000 0.163931
COST 4096 256 2 8 5.50 0.938391 4.275 1.000 0.233210
COST 4096 512 2 4 5.50 0.967848 4.547 1.000 0.371458
COST 4096 512 2 8 5.50 0.967848 4.547 1.000 0.323964
COST 4096 1024 2 4 5.50 0.991570 4.773 1.000 0.897634
COST 4096 1024 2 8 5.50 0.991570 4.773 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 4.855 1.000 2.564650
COST 4096 2048 2 8 5.50 1.000000 4.855 1.000 2.372899
COST 4096 64 2 4 5.50 0.900000 3.934 1.000 0.064101
COST 4096 64 2 8 5.50 0.900000 3.934 1.000 0.056927
COST 4096 128 2 4 5.50 0.900000 3.934 1.000 0.088318
COST 4096 128 2 8 5.50 0.900000 3.934 1.000 0.088338
COST 4096 256 2 4 5.50 0.927612 4.179 1.000 0.226036
COST 4096 256 2 8 5.50 0.927612 4.179 1.000 0.212915
COST 4096 512 2 4 5.50 0.962223 4.497 1.000 0.369070
COST 4096 512 2 8 5.50 0.962223 4.497 1.000 0.340750
COST 4096 1024 2 4 5.50 0.990096 4.761 1.000 0.930446
COST 4096 1024 2 8 5.50 0.990096 4.761 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 4.857 1.000 2.642396
COST 4096 2048 2 8 5.50 1.000000 4.857 1.000 2.171694
COST 4096 64 2 4 5.50 0.900000 3.935 1.000 0.090948
COST 4096 64 2 8 5.50 0.900000 3.935 1.000 0.087266
COST 4096 128 2 4 5.50 0.900000 3.935 1.000 0.140860
COST 4096 128 2 8 5.50 0.900000 3.935 1.000 0.138570
COST 4096 256 2 4 5.50 0.900000 3.935 1.000 0.260771
COST 4096 256 2 8 5.50 0.900000 3.935 1.000 0.242790
COST 4096 512 2 4 5.50 0.947813 4.364 1.000 0.540212
COST 4096 512 2 8 5.50 0.947813 4.364 1.000 0.511375
COST 4096 1024 2 4 5.50 0.986318 4.726 1.000 1.064963
COST 4096 1024 2 8 5.50 0.986318 4.726 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 4.858 1.000 2.798218
COST 4096 2048 2 8 5.50 1.000000 4.858 1.000 3.026144
COST 4096 64 2 4 5.50 0.900000 3.936 1.000 0.057222
COST 4096 64 2 8 5.50 0.900000 3.936 1.000 0.049169
COST 4096 128 2 4 5.50 0.900000 3.936 1.000 0.078580
COST 4096 128 2 8 5.50 0.900000 3.936 1.000 0.083062
COST 4096 256 2 4 5.50 0.900000 3.936 1.000 0.232452
COST 4096 256 2 8 5.50 0.900000 3.936 1.000 0.190678
COST 4096 512 2 4 5.50 0.900000 3.936 1.000 0.301773
COST 4096 512 2 8 5.50 0.900000 3.936 1.000 0.365822
COST 4096 1024 2 4 5.50 0.973782 4.607 1.000 0.892321
COST 4096 1024 2 8 5.50 0.973782 4.607 1.000 1.000000
